Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Oberbüren;9245;0;Oberbüren;SG;730178;256788
Oberbütschel;3088;2;Rüeggisberg;BE;601562;187320
Oberdiessbach;3672;0;Oberdiessbach;BE;614122;187462
Oberdorf BL;4436;0;Oberdorf (BL);BL;624190;249066
Oberdorf NW;6370;41;Oberdorf (NW);NW;671927;201316
Oberdorf SO;4515;0;Oberdorf (SO);SO;604808;230759
Oberegg;9413;0;Oberegg;AI;761433;255151
Oberegg;9413;0;Oberegg;AI;759129;254319
Oberembrach;8425;0;Oberembrach;ZH;689452;260363
Oberems;3948;1;Oberems;VS;619367;125574
Oberengstringen;8102;0;Oberengstringen;ZH;677602;251488
Oberentfelden;5036;0;Oberentfelden;AG;644961;245409
Oberflachs;5108;0;Schinznach;AG;651788;254605
Oberfrittenbach;3551;0;Langnau im Emmental;BE;627497;203019
Obergerlafingen;4564;0;Obergerlafingen;SO;611032;223345
Obergesteln;3988;2;Obergoms;VS;667690;151903
Oberglatt ZH;8154;0;Oberglatt;ZH;682226;259464
Obergoldbach;3434;0;Landiswil;BE;617824;201084
Obergösgen;4653;0;Obergösgen;SO;639070;245864
Oberhallau;8216;0;Oberhallau;SH;677635;284431
Oberhasli;8156;0;Niederhasli;ZH;679638;257495
Oberhelfenschwil;9621;0;Oberhelfenschwil;SG;726199;246196
Oberhof;5062;0;Oberhof;AG;642544;255480
Oberhofen AG;5273;0;Mettauertal;AG;652291;267320
Oberhofen TG;8574;2;Lengwil;TG;731812;275399
Oberhofen am Thunersee;3653;0;Oberhofen am Thunersee;BE;618070;175681
Oberhünigen;3504;2;Oberhünigen;BE;616764;192092
Oberiberg;8843;0;Oberiberg;SZ;702427;210953
Oberkirch LU;6208;0;Oberkirch;LU;651313;223282
Oberkulm;5727;0;Oberkulm;AG;651194;238860
Oberlunkhofen;8917;0;Oberlunkhofen;AG;672513;240623
Obermumpf;4324;0;Obermumpf;AG;637529;264465
Obermutten;7431;2;Mutten;GR;756675;170896
Obernau;6012;0;Kriens;LU;661540;209261
Oberneunforn;8526;0;Neunforn;TG;700400;273587
Oberramsern;4588;2;Messen;SO;602031;218081
Oberrickenbach;6387;0;Wolfenschiessen;NW;675096;193473
Oberried FR;1724;5;Le Mouret;FR;580917;176069
Oberried am Brienzersee;3854;0;Oberried am Brienzersee;BE;639594;176438
Oberrieden;8942;0;Oberrieden;ZH;685927;236389
Oberriet SG;9463;0;Oberriet (SG);SG;761165;243881
Oberrindal;9604;1;Jonschwil;SG;726768;252253
Oberrohrdorf;5452;0;Oberrohrdorf;AG;666653;252811
Oberrüti;5647;0;Oberrüti;AG;672594;224298
Obersaxen Affeier;7133;0;Obersaxen;GR;728531;179628
Obersaxen Friggahüs;7136;0;Obersaxen;GR;723924;178222
Obersaxen Giraniga;7135;0;Obersaxen;GR;725452;178563
Obersaxen Meierhof;7134;0;Obersaxen;GR;727229;178779
Oberschan;9479;0;Wartau;SG;754404;218612
Oberschrot;1716;2;Oberschrot;FR;587403;176491
Oberstammheim;8477;0;Oberstammheim;ZH;702194;276276
Obersteckholz;4924;0;Obersteckholz;BE;629152;227742
Oberstetten;9249;2;Uzwil;SG;724539;256481
Oberstocken;3632;3;Stocken-Höfen;BE;608851;173849
Oberterzen;8884;0;Quarten;SG;738056;218099
Oberthal;3531;0;Oberthal;BE;618752;196571
Oberurnen;8868;0;Glarus Nord;GL;722701;219615
Oberuzwil;9242;0;Oberuzwil;SG;726795;254532
Oberwald;3999;0;Obergoms;VS;669669;154179
Oberwangen TG;8374;2;Fischingen;TG;715727;254111
Oberwangen b. Bern;3173;0;Köniz;BE;593823;195923
Oberweningen;8165;2;Oberweningen;ZH;672984;261896
Oberwil (Dägerlen);8471;3;Dägerlen;ZH;695806;269790
Oberwil BL;4104;0;Oberwil (BL);BL;608304;263224
Oberwil b. Büren;3298;0;Oberwil bei Büren;BE;597775;219558
Oberwil b. Zug;6317;0;Zug;ZG;681427;222320
Oberwil im Simmental;3765;0;Oberwil im Simmental;BE;599793;167496
Oberwil-Lieli;8966;0;Oberwil-Lieli;AG;672213;243524
Oberägeri;6315;0;Oberägeri;ZG;689123;221576
Oberönz;3363;0;Herzogenbuchsee;BE;619611;225328
Oberösch;3424;2;Oberösch;BE;612858;217630
Obfelden;8912;0;Obfelden;ZH;674231;235448
Obstalden;8758;0;Glarus Nord;GL;730165;219940
Ochlenberg;3367;2;Ochlenberg;BE;622871;222209
Ocourt;2889;0;Clos du Doubs;JU;572745;244626
Odogno;6951;12;Capriasca;TI;718313;104561
Oekingen;4566;3;Oekingen;SO;612697;225606
Oensingen;4702;0;Oensingen;SO;621574;237417
Oerlingen;8461;0;Kleinandelfingen;ZH;692808;275395
Oeschenbach;4943;0;Oeschenbach;BE;623451;216920
Oeschgen;5072;0;Oeschgen;AG;643710;263753
Oeschseite;3776;0;Zweisimmen;BE;592771;152982
Oetwil am See;8618;0;Oetwil am See;ZH;697479;236213
Oetwil an der Limmat;8955;0;Oetwil an der Limmat;ZH;671724;253831
Oey;3753;0;Diemtigen;BE;610857;167503
Oftringen;4665;0;Oftringen;AG;637409;239983
Ogens;1045;0;Ogens;VD;545203;173567
Oggio;6955;1;Capriasca;TI;719714;103377
Oggio;6955;1;Capriasca;TI;719364;103174
Ohmstal;6143;0;Schötz;LU;639086;223334
Oleyres;1580;2;Avenches;VD;569453;189199
Olivone;6718;0;Blenio;TI;715295;154263
Ollon VD;1867;0;Ollon;VD;565778;127399
Ollon VS;3971;2;Chermignon;VS;602991;124699
Olsberg;4305;0;Olsberg;AG;625991;263678
Olten;4600;0;Olten;SO;635732;244780
Oltingen;4494;0;Oltingen;BL;637763;253695
Onex;1213;3;Onex;GE;496714;115392
Onnens FR;1756;0;La Brillaz;FR;569511;180595
Onnens VD;1425;0;Onnens (VD);VD;542596;187763
Opfershofen TG;8584;1;Bürglen (TG);TG;730432;269186
Opfertshofen SH;8236;2;Thayngen;SH;691426;292578
Opfikon;8152;1;Opfikon;ZH;686229;253983
Oppens;1047;0;Oppens;VD;542946;173927
Oppikon;9565;3;Bussnang;TG;722076;267805
Oppligen;3629;2;Oppligen;BE;611882;185579
Orbe;1350;0;Orbe;VD;530767;175222
Orges;1430;0;Orges;VD;535115;184447
Orient;1341;0;Le Chenit;VD;508036;161779
Origlio;6945;0;Origlio;TI;716624;101102
Ormalingen;4466;0;Ormalingen;BL;632625;258124
Ormône (Savièse);1965;5;Savièse;VS;593086;121184
Orny;1317;0;Orny;VD;530129;168972
Oron-la-Ville;1610;0;Oron;VD;553130;157872
Oron-le-Châtel;1608;0;Oron;VD;553928;158338
Orpund;2552;0;Orpund;BE;590456;220703
Orselina;6644;0;Orselina;TI;705132;115205
Orsières;1937;0;Orsières;VS;577357;97770.2
Orsonnens;1694;3;Villorsonnens;FR;565998;174119
Ortschwaben;3042;0;Meikirch;BE;597015;204603
Orvin;2534;0;Orvin;BE;583146;223154
Orzens;1413;0;Orzens;VD;542284;174743
Oschwand;3476;0;Ochlenberg;BE;621257;221152
Osco;6763;0;Faido;TI;703068;150008
Osogna;6703;0;Osogna;TI;719271;130273
Ospizio Bernina;7710;0;Poschiavo;GR;798601;143192
Ossingen;8475;0;Ossingen;ZH;696812;273943
Osterfingen;8218;0;Wilchingen;SH;679055;279689
Ostermundigen;3072;0;Ostermundigen;BE;604492;200735
Otelfingen;8112;0;Otelfingen;ZH;671516;257223
Othmarsingen;5504;0;Othmarsingen;AG;658237;250429
Ottenbach;8913;0;Ottenbach;ZH;672898;236835
Ottikon (Gossau ZH);8626;0;Gossau (ZH);ZH;701557;239126
Ottikon b. Kemptthal;8307;2;Illnau-Effretikon;ZH;696707;254488
Ottoberg;8561;0;Märstetten;TG;724098;272120
Oulens-sous-Echallens;1377;0;Oulens-sous-Echallens;VD;534134;166176
Oulens-sur-Lucens;1522;9;Lucens;VD;551781;172771
Ovronnaz;1911;0;Leytron;VS;579432;116472
Pagig;7028;1;Arosa;GR;767584;189810
Pailly;1416;0;Pailly;VD;541401;172297
Palagnedra;6657;0;Centovalli;TI;692206;112111
Palasuit (Liddes);1945;10;Liddes;VS;580985;92326.6
Palézieux;1607;0;Oron;VD;553911;154762
Palézieux-Village;1607;1;Oron;VD;553362;156337
Pambio-Noranco;6915;0;Lugano;TI;715642;93868.3
Pampigny;1142;0;Pampigny;VD;522607;159428
Panex;1867;3;Ollon;VD;567309;128957
Pany;7243;0;Luzein;GR;777466;200376
Paradiso;6900;9;Paradiso;TI;717036;94017.8
Parpan;7076;0;Churwalden;GR;762126;181215
Parsonz;7464;0;Riom-Parsonz;GR;763236;164159
Paspels;7417;0;Domleschg;GR;753256;179651
Passugg;7062;0;Churwalden;GR;761025;188514
Paudex;1094;0;Paudex;VD;541183;150804
Payerne;1530;0;Payerne;VD;561778;185631
Pazzallo;6912;0;Lugano;TI;716502;93505.5
Peccia;6695;0;Lavizzara;TI;692995;140259
Pedrinate;6832;0;Chiasso;TI;722375;76153.6
Peiden;7110;0;Lumnezia;GR;734277;175705
Peist;7029;0;Arosa;GR;770368;189445
Peney-le-Jorat;1059;0;Jorat-Menthue;VD;545552;164992
Pensier;1783;0;Barberêche;FR;576856;188169
Penthalaz;1305;0;Penthalaz;VD;530344;162960
Penthaz;1303;0;Penthaz;VD;531056;161402
Penthéréaz;1375;0;Penthéréaz;VD;536109;170426
Perlen;6035;0;Buchrain;LU;669912;218147
Perly;1258;0;Perly-Certoux;GE;495639;112512
Perrefitte;2742;0;Perrefitte;BE;592394;236145
Perroy;1166;0;Perroy;VD;517566;146816
Personico;6744;0;Personico;TI;713882;136522
Peseux;2034;0;Peseux;NE;558160;204173
Petit Vichères (Liddes);1945;12;Liddes;VS;578913;93591.7
Petit-Lancy;1213;0;Lancy;GE;497984;116151
Petit-Martel;2316;2;Les Ponts-de-Martel;NE;547775;206839
Peyres-Possens;1063;4;Montanaire;VD;543998;168273
Pfaffhausen;8118;0;Fällanden;ZH;689673;246679
Pfaffnau;6264;0;Pfaffnau;LU;634972;230764
Pfeffikon LU;5735;0;Rickenbach (LU);LU;655588;233391
Pfeffingen;4148;0;Pfeffingen;BL;610688;256278
Pfungen;8422;0;Pfungen;ZH;690928;263167
Pfyn;8505;0;Pfyn;TG;714028;273180
Pfäfers;7312;0;Pfäfers;SG;755982;203527
Pfäfers;7312;0;Pfäfers;SG;757152;206542
Pfäffikon SZ;8808;0;Freienbach;SZ;701480;228580
Pfäffikon ZH;8330;0;Pfäffikon;ZH;701403;246909
Piandera Paese;6959;5;Lugano;TI;723227;104341
Piandera Paese;6959;5;Lugano;TI;723854;104742
Pianezzo;6582;0;Pianezzo;TI;722990;114328
Piano di Peccia;6695;1;Lavizzara;TI;689927;140943
Piazzogna;6579;0;Gambarogno;TI;707151;110226
Pierrafortscha;1723;4;Pierrafortscha;FR;580682;181785
Pieterlen;2542;0;Pieterlen;BE;591633;224801
Pignia;7443;0;Andeer;GR;753389;164436
Pigniu;7156;1;Ilanz/Glion;GR;728183;185699
Piotta;6776;0;Quinto;TI;694786;152242
Pitasch;7111;0;Ilanz/Glion;GR;736110;177038
Pizy;1174;2;Aubonne;VD;516251;149762
Plaffeien;1716;0;Plaffeien;FR;588331;176819
Plagne;2536;0;Sauge;BE;588118;226454
Plan-les-Ouates;1228;0;Plan-les-Ouates;GE;497838;113817
Planken;9498;0;;LI;759689;228164
Plasselb;1737;0;Plasselb;FR;585730;176052
Platta;7185;0;Medel (Lucmagn);GR;708331;168423
Plaun da Lej;7517;0;Sils im Engadin/Segl;GR;775700;143723
Pleigne;2807;0;Pleigne;JU;589098;250773
Pleujouse;2953;3;La Baroche;JU;582805;251379
Plons;8889;0;Mels;SG;748927;213663
Pohlern;3638;1;Pohlern;BE;607386;174888
Poliez-Pittet;1041;32;Poliez-Pittet;VD;542093;164314
Poliez-le-Grand;1041;31;Montilliez;VD;540669;165570
Pollegio;6742;0;Pollegio;TI;715645;136001
Pompaples;1318;0;Pompaples;VD;529027;168758
Pomy;1405;0;Pomy;VD;541238;178970
Pont (Veveyse);1699;2;Le Flon;FR;555168;159944
Pont-de-la-Morge (Sion);1962;0;Sion;VS;590752;119433
Pont-la-Ville;1649;0;Pont-la-Ville;FR;574945;172151
Ponte Capriasca;6946;0;Ponte Capriasca;TI;716424;102392
Ponte Capriasca;6946;0;Ponte Capriasca;TI;725767;109370
Ponte Cremenaga;6996;0;Monteggio;TI;705533;94374.9
Ponte Tresa;6988;0;Ponte Tresa;TI;710037;92205
Pontenet;2733;0;Valbirse;BE;585821;232302
Ponthaux;1772;2;Ponthaux;FR;569584;185013
Ponto Valentino;6724;0;Acquarossa;TI;714921;149068
Pontresina;7504;0;Pontresina;GR;789546;152024
Porrentruy;2900;0;Porrentruy;JU;572696;251739
Porsel;1699;0;Le Flon;FR;557616;160607
Porsel;1699;0;Le Flon;FR;556121;161105
Port;2562;0;Port;BE;586095;218486
Portalban;1568;0;Delley-Portalban;FR;563196;196429
Portein;7423;2;Cazis;GR;750468;175137
Porto Ronco;6613;0;Ronco sopra Ascona;TI;699464;110700
Porza;6948;0;Porza;TI;717018;98377.2
Posat;1726;4;Farvagny;FR;570893;176380
Poschiavo;7742;0;Poschiavo;GR;801993;133837
Posieux;1725;0;Hauterive (FR);FR;573746;179073
Praden;7063;0;Tschiertschen-Praden;GR;763682;188086
Pragg-Jenaz;7231;0;Jenaz;GR;772430;201305
Prahins;1408;0;Donneloye;VD;546616;176246
Prangins;1197;0;Prangins;VD;508568;138823
Praratoud;1528;2;Surpierre;FR;554820;176105
Prato (Leventina);6773;0;Prato (Leventina);TI;701197;148794
Prato-Sornico;6694;0;Lavizzara;TI;693488;139072
Pratteln;4133;0;Pratteln;BL;618789;262798
Pratval;7415;2;Domleschg;GR;753611;177616
Pravidondaz (Salins);1991;3;Sion;VS;593536;117891
Praz (Vully);1788;0;Bas-Vully;FR;574015;200269
Praz-de-Fort;1943;0;Orsières;VS;575734;93209.7
Preda;7482;1;Bergün/Bravuogn;GR;779190;162575
Pregassona;6963;0;Lugano;TI;718702;97839.5
Premier;1324;0;Premier;VD;524031;173065
Preonzo;6523;0;Preonzo;TI;720528;124764
Presinge;1243;0;Presinge;GE;508673;119300
Prez-vers-Noréaz;1746;0;Prez-vers-Noréaz;FR;567657;181682
Prez-vers-Siviriez;1677;0;Siviriez;FR;556802;165363
Prilly;1008;0;Prilly;VD;536259;154013
Pringy;1663;2;Gruyères;FR;571903;158652
Produit (Leytron);1912;2;Leytron;VS;581169;115037
Progens;1624;3;La Verrerie;FR;559501;159269
Progens;1624;3;Semsales;FR;562535;160375
Promasens;1673;0;Rue;FR;552834;161313
Promontogno;7606;0;Bregaglia;GR;763012;133922
Prosito;6526;0;Lodrino;TI;719139;126666
Provence;1428;1;Provence;VD;545709;193456
Prugiasco;6723;0;Acquarossa;TI;714697;146669
Prugiasco;6723;0;Acquarossa;TI;714670;148142
Präz;7424;0;Cazis;GR;750393;178871
Préverenges;1028;0;Préverenges;VD;530039;152306
Prévondavaux;1410;4;Prévondavaux;FR;550667;175332
Prévonloup;1682;0;Prévonloup;VD;557392;172214
Prêles;2515;0;Plateau de Diesse;BE;576560;216526
Pugerna;6823;0;Arogno;TI;719357;93086.7
Puidoux;1070;0;Puidoux;VD;549675;149812
Pully;1009;0;Pully;VD;540390;151170
Puplinge;1241;0;Puplinge;GE;506911;118320
Pura;6984;0;Pura;TI;710698;93548.7
Purasca;6989;0;Croglio;TI;709573;92910.1
Pusserein;7228;1;Schiers;GR;772852;206111
Putz;7224;0;Luzein;GR;775430;199799
Péry;2603;0;Péry-La Heutte;BE;585888;226842
Quarten;8883;0;Quarten;SG;736447;218674
Quartino;6572;0;Gambarogno;TI;712457;112436
Quinten;8878;0;Quarten;SG;734978;221459
Quinto;6777;0;Quinto;TI;697671;151883
Rabius;7172;0;Sumvitg;GR;715900;177137
Radelfingen b. Aarberg;3271;0;Radelfingen;BE;587107;207882
Rafz;8197;0;Rafz;ZH;682426;274321
Rain;6026;0;Rain;LU;662559;220188
Ramersberg;6060;2;Sarnen;OW;660411;194635
Ramiswil;4719;0;Mümliswil-Ramiswil;SO;616705;244027
Ramlinsburg;4433;0;Ramlinsburg;BL;624958;255423
Ramosch;7556;0;Valsot;GR;824869;191210
Ramosch;7556;0;Valsot;GR;813755;198278
Ramsei;3435;0;Lützelflüh;BE;620520;205300
Ramsen;8262;0;Ramsen;SH;703146;284939
Rancate;6862;0;Mendrisio;TI;718840;81130.6
Rances;1439;0;Rances;VD;530657;179292
Randa;3928;0;Randa;VS;626905;105428
Randogne;3975;0;Randogne;VS;605558;129068
Ranflüh;3439;0;Lützelflüh;BE;623188;204315
Ranzo;6577;0;Gambarogno;TI;703044;107653
Raperswilen;8558;0;Raperswilen;TG;720861;277215
Rapperswil BE;3255;0;Rapperswil (BE);BE;597467;212366
Rapperswil SG;8640;0;Rapperswil-Jona;SG;704498;231410
Raron;3942;0;Raron;VS;627575;128791
Rasa;6655;3;Centovalli;TI;693930;112348
Ravoire;1928;0;Martigny-Combe;VS;569635;105148
Realp;6491;0;Realp;UR;681775;161496
Realta;7408;1;Cazis;GR;751419;180152
Rebeuvelier;2832;0;Rebeuvelier;JU;597788;241544
Rebstein;9445;0;Rebstein;SG;761945;252067
Rebévelier;2717;2;Rebévelier;BE;580987;237694
Recherswil;4565;0;Recherswil;SO;612243;223288
Rechthalten;1718;0;Rechthalten;FR;584412;179487
Reckingen VS;3998;0;Reckingen-Gluringen;VS;661807;147108
Reconvilier;2732;0;Reconvilier;BE;582806;231591
Regensberg;8158;0;Regensberg;ZH;675282;259459
Regensdorf;8105;0;Regensdorf;ZH;677525;253979
Rehetobel;9038;0;Rehetobel;AR;754422;254948
Reichenbach im Kandertal;3713;0;Reichenbach im Kandertal;BE;619560;163910
Reichenburg;8864;0;Reichenburg;SZ;716364;225246
Reiden;6260;0;Reiden;LU;640394;232650
Reidermoos;6260;2;Reiden;LU;641741;233880
Reigoldswil;4418;0;Reigoldswil;BL;618723;249982
Reinach AG;5734;0;Reinach (AG);AG;656975;234213
Reinach BL;4153;0;Reinach (BL);BL;611444;260220
Reisiswil;4919;0;Reisiswil;BE;630909;223875
Reitnau;5057;0;Reitnau;AG;646197;233524
Rekingen AG;5332;0;Rekingen (AG);AG;666884;269181
Remaufens;1617;0;Remaufens;FR;557034;153081
Remetschwil;5453;0;Remetschwil;AG;667407;251092
Remigen;5236;0;Remigen;AG;656216;263362
Renan BE;2616;0;Renan (BE);BE;561337;219699
Renens VD;1020;0;Renens (VD);VD;534951;154300
Rengg;6162;2;Entlebuch;LU;649635;206029
Rennaz;1847;0;Rennaz;VD;559990;136191
Retschwil;6285;2;Hitzkirch;LU;661750;227204
Reute AR;9411;0;Berneck;SG;762645;254396
Reute AR;9411;0;Reute (AR);AR;761212;254161
Reutigen;3647;0;Reutigen;BE;613834;171345
Reutlingen (Winterthur);8404;2;Winterthur;ZH;698634;264971
Reverolle;1128;0;Reverolle;VD;523378;155059
Rheinau;8462;0;Rheinau;ZH;687899;277894
Rheineck;9424;0;Rheineck;SG;762187;259448
Rheinfelden;4310;0;Rheinfelden;AG;627753;266625
Rheinklingen;8259;3;Wagenhausen;TG;703061;281319
Rheinsulz;5084;0;Laufenburg;AG;648785;267258
Rhäzüns;7403;0;Rhäzüns;GR;749172;184724
Riaz;1632;0;Riaz;FR;571099;165654
Riazzino;6595;0;Lavertezzo;TI;712162;115033
Richenthal;6263;0;Reiden;LU;638164;229862
Richigen;3078;0;Worb;BE;611294;196438
Richterswil;8805;0;Richterswil;ZH;695630;229360
Ricken SG;8726;0;Wattwil;SG;721682;236071
Rickenbach BL;4462;0;Rickenbach (BL);BL;630804;259545
Rickenbach LU;6221;0;Rickenbach (LU);LU;654037;230865
Rickenbach SO;4613;0;Rickenbach (SO);SO;631442;243587
Rickenbach Sulz;8545;1;Rickenbach (ZH);ZH;701215;266573
Rickenbach ZH;8545;0;Rickenbach (ZH);ZH;702365;267483
Rickenbach b. Schwyz;6432;0;Schwyz;SZ;693304;207991
Rickenbach b. Wil;9532;0;Jonschwil;SG;722539;255019
Rickenbach b. Wil;9532;0;Rickenbach (TG);TG;721291;256518
Ricketwil (Winterthur);8352;2;Winterthur;ZH;702638;260458
Riddes;1908;0;Riddes;VS;583707;113331
Ried (Frutigen);3724;0;Frutigen;BE;613281;157011
Ried (Muotathal);6436;3;Muotathal;SZ;697012;204711
Ried b. Kerzers;3216;0;Ried bei Kerzers;FR;580780;200394
Ried-Brig;3911;0;Ried-Brig;VS;644592;129153
Ried-Mörel;3986;0;Riederalp;VS;645511;134277
Rieden AG;5415;2;Obersiggenthal;AG;665225;259603
Rieden SG;8739;0;Gommiswald;SG;722161;231466
Riederalp;3987;0;Riederalp;VS;644899;136190
Riedern;8750;2;Glarus;GL;722223;212146
Riedholz;4533;0;Riedholz;SO;609672;231437
Riedikon;8616;0;Uster;ZH;696207;243187
Riedstätt;3159;0;Guggisberg;BE;590704;181381
Riedt b. Erlen;8586;5;Erlen;TG;733843;267358
Riedtwil;3475;0;Seeberg;BE;619577;221137
Riehen;4125;0;Riehen;BS;615842;270466
Riein;7128;0;Ilanz/Glion;GR;737321;178554
Riemenstalden;6452;2;Riemenstalden;SZ;693464;200276
Riet (Neftenbach);8412;1;Neftenbach;ZH;694183;265764
Rietheim;5323;0;Rietheim;AG;663322;272712
Riex;1097;0;Bourg-en-Lavaux;VD;546031;149353
Riffenmatt;3156;0;Guggisberg;BE;593254;179318
Rifferswil;8911;0;Rifferswil;ZH;680123;233328
Riggisberg;3132;0;Riggisberg;BE;602677;184051
Rigi Kaltbad;6356;0;Weggis;LU;678450;210840
Rigi Klösterli;6410;2;Arth;SZ;679658;210915
Rigi Kulm;6410;4;Arth;SZ;679337;212100
Rigi Scheidegg;6410;5;Gersau;SZ;682269;208797
Rigi Staffel;6410;3;Arth;SZ;678762;211927
Riken AG;4853;2;Murgenthal;AG;631093;236228
Rikon im Tösstal;8486;0;Zell (ZH);ZH;702588;256151
Ringgenberg BE;3852;0;Ringgenberg (BE);BE;635017;172285
Ringoldswil;3656;2;Sigriswil;BE;619552;175938
Riniken;5223;0;Riniken;AG;656373;260622
Riom;7463;0;Riom-Parsonz;GR;764249;164067
Riom;7463;0;Riom-Parsonz;GR;764371;166393
Riom;7463;0;Riom-Parsonz;GR;764955;166936
Risch;6343;3;Risch;ZG;677861;220696
Ritzingen;3989;2;Grafschaft;VS;660424;145496
Riva San Vitale;6826;0;Riva San Vitale;TI;718753;84920.8
Rivaz;1071;1;Rivaz;VD;549304;147439
Rive Haute (Liddes);1945;6;Liddes;VS;579277;95051
Riveo;6674;2;Maggia;TI;692181;127925
Rivera;6802;0;Monteceneri;TI;714379;109418
Rizenbach;3206;0;Ferenbalm;BE;583893;199177
Robasacco;6599;0;Cadenazzo;TI;716295;111185
Roche VD;1852;0;Roche (VD);VD;560887;134603
Roche-d'Or;2912;3;Haute-Ajoie;JU;563394;246375
Rochefort;2019;0;Rochefort;NE;552165;203148
Roches BE;2762;0;Roches (BE);BE;595534;238883
Rocourt;2907;0;Rocourt;JU;563588;248827
Rodels;7415;0;Domleschg;GR;752987;178362
Rodersdorf;4118;0;Rodersdorf;SO;601317;258932
Rodi-Fiesso;6772;0;Prato (Leventina);TI;699496;149526
Roggenburg;2814;0;Roggenburg;BL;592662;253587
Roggliswil;6265;0;Roggliswil;LU;633911;229113
Roggwil BE;4914;0;Roggwil (BE);BE;629002;232180
Roggwil TG;9325;0;Roggwil (TG);TG;747425;263132
Rohr b. Olten;4655;2;Rohr (SO);SO;639068;251216
Rohrbach;4938;0;Rohrbach;BE;628343;220278
Rohrbachgraben;4938;2;Rohrbachgraben;BE;627459;218935
Rohrmatt;6132;0;Willisau;LU;641479;214948
Rolle;1180;0;Rolle;VD;515307;145844
Romainmôtier;1323;0;Romainmôtier-Envy;VD;525255;171829
Romairon;1423;3;Tévenon;VD;539238;189154
Romanel-sur-Lausanne;1032;0;Romanel-sur-Lausanne;VD;536169;157218
Romanel-sur-Morges;1122;0;Romanel-sur-Morges;VD;528914;156451
Romanens;1626;0;Sâles;FR;564169;166720
Romanshorn;8590;0;Romanshorn;TG;745287;270027
Rombach;5022;0;Küttigen;AG;645830;250683
Romont BE;2538;0;Romont (BE);BE;592621;226290
Romont FR;1680;0;Romont (FR);FR;560194;171708
Romoos;6113;0;Romoos;LU;644512;206826
Rona;7454;0;Tinizong-Rona;GR;767426;158995
Ronco sopra Ascona;6622;0;Ronco sopra Ascona;TI;699475;111113
Rongellen;7430;2;Rongellen;GR;753420;171334
Root;6037;0;Root;LU;671787;218485
Root D4;6039;0;Root;LU;670888;217278
Ropraz;1088;0;Ropraz;VD;547377;162864
Rorbas;8427;3;Rorbas;ZH;685341;264946
Rorschach;9400;0;Rorschach;SG;754724;260211
Rorschacherberg;9404;0;Rorschacherberg;SG;755560;259324
Rosenlaui;3860;2;Schattenhalb;BE;654724;170066
Rossa;6548;0;Rossa;GR;729873;137398
Rossemaison;2842;0;Rossemaison;JU;592615;243725
Rossenges;1513;2;Rossenges;VD;549044;167159
Rossens FR;1728;0;Rossens (FR);FR;574166;174364
Rossens VD;1554;2;Villarzel;VD;560541;176117
Rosshäusern;3204;0;Mühleberg;BE;587545;197973
Rossinière;1658;0;Rossinière;VD;572542;146177
Rossrüti;9512;0;Wil (SG);SG;722437;259686
Rossura;6760;5;Faido;TI;706471;148054
Rosswald;3913;0;Termen;VS;646774;128408
Rosé;1754;0;Avry;FR;571161;181288
Rothenbrunnen;7405;0;Rothenbrunnen;GR;751642;181584
Rothenburg;6023;0;Rothenburg;LU;663350;216216
Rothenfluh;4467;0;Rothenfluh;BL;636313;256913
Rothenhausen;9565;5;Bussnang;TG;725770;267727
Rothenthurm;6418;0;Rothenthurm;SZ;693855;217858
Rothrist;4852;0;Rothrist;AG;633660;238696
Rothwald;3901;23;Ried-Brig;VS;646410;125688
Rotkreuz;6343;0;Risch;ZG;675575;221227
Rottenschwil;8919;0;Rottenschwil;AG;670112;240808
Rougemont;1659;0;Rougemont;VD;582156;148497
Roumaz (Savièse);1965;2;Savièse;VS;592954;121657
Roveredo GR;6535;0;Roveredo (GR);GR;729696;121574
Roveredo TI;6957;0;Capriasca;TI;719501;103643
Rovio;6821;0;Rovio;TI;720053;88190.5
Rovray;1463;0;Rovray;VD;548574;181701
Rubigen;3113;0;Rubigen;BE;608428;194095
Rudolfingen;8465;0;Trüllikon;ZH;692514;277384
Rudolfstetten;8964;0;Rudolfstetten-Friedlisberg;AG;671317;246832
Rue;1673;5;Rue;FR;552792;163338
Rueras;7189;0;Tujetsch;GR;700180;170156
Rueun;7156;0;Ilanz/Glion;GR;730841;182241
Rueyres;1046;0;Rueyres;VD;542881;171631
Rueyres-St-Laurent;1695;2;Le Glèbe;FR;568960;174109
Rueyres-Treyfayes;1626;3;Sâles;FR;563266;166493
Rueyres-les-Prés;1542;0;Rueyres-les-Prés;FR;560200;189965
Rufi;8723;0;Schänis;SG;722324;226829
Ruggell;9491;0;;LI;758482;234085
Rumendingen;3472;2;Rumendingen;BE;615240;217228
Rumisberg;4539;0;Rumisberg;BE;615223;234985
Rumlikon;8332;2;Russikon;ZH;699502;251700
Rupperswil;5102;0;Rupperswil;AG;652532;250448
Ruppoldsried;3251;2;Rapperswil (BE);BE;599078;215339
Ruschein;7154;0;Ilanz/Glion;GR;733644;183073
Russikon;8332;0;Russikon;ZH;701410;250149
Russin;1281;0;Russin;GE;490017;116118
Russo;6662;0;Onsernone;TI;691356;117430
